latitude,longitude,datetime,confidence,date,surface_temperature_celcius
-36.163,144.0295,2018-04-13T04:26:30,81,13/04/2018,55
-36.2767,143.2906,2018-04-13T04:26:30,86,13/04/2018,60
-36.4503,141.557,2018-04-13T04:26:30,81,13/04/2018,54
-36.4816,141.6635,2018-04-13T04:26:30,94,13/04/2018,75
-36.4831,141.6521,2018-04-13T04:26:30,75,13/04/2018,48
-36.0837,144.2448,2018-04-13T04:26:30,100,13/04/2018,87
-36.4373,143.6328,2018-04-13T04:26:30,67,13/04/2018,43
-36.6136,142.5022,2018-04-13T04:26:30,81,13/04/2018,54
-36.786,141.4403,2018-04-13T04:26:30,81,13/04/2018,55
-36.3634,144.3871,2018-04-13T04:26:30,72,13/04/2018,47
-36.782,141.8851,2018-04-13T04:26:30,90,13/04/2018,67
-36.4392,144.2111,2018-04-13T04:26:30,69,13/04/2018,44
-36.8452,141.4882,2018-04-13T04:26:30,86,13/04/2018,60
-36.9116,141.2589,2018-04-13T04:26:30,72,13/04/2018,46
-36.3979,144.749,2018-04-13T04:26:30,74,13/04/2018,48
-36.1965,145.9372,2018-04-13T04:26:30,78,13/04/2018,52
-36.0935,146.5158,2018-04-13T04:26:30,86,13/04/2018,61
-36.3874,144.8724,2018-04-13T04:26:30,78,13/04/2018,51
-36.1439,146.4702,2018-04-13T04:26:30,72,13/04/2018,46
-36.5586,144.0423,2018-04-13T04:26:30,92,13/04/2018,71
-36.5568,144.0538,2018-04-13T04:26:30,90,13/04/2018,68
-36.4538,144.763,2018-04-13T04:26:30,97,13/04/2018,81
-36.4631,144.7654,2018-04-13T04:26:30,86,13/04/2018,61
-36.4612,144.7775,2018-04-13T04:26:30,91,13/04/2018,80
-36.3275,145.5876,2018-04-13T04:26:30,68,13/04/2018,44
-36.1833,143.542,2018-04-13T04:26:30,81,13/04/2018,55
-36.7089,143.3518,2018-04-13T04:26:30,100,13/04/2018,93
-36.6685,143.7412,2018-04-13T04:26:30,79,13/04/2018,52
-36.6529,143.9035,2018-04-13T04:26:30,100,13/04/2018,112
-37.0039,141.5336,2018-04-13T04:26:30,76,13/04/2018,49
-36.9357,142.0353,2018-04-13T04:26:30,75,13/04/2018,48
-36.5418,144.666,2018-04-13T04:26:30,70,13/04/2018,45
-37.073,141.0811,2018-04-13T04:26:30,87,13/04/2018,61
-36.3089,146.1139,2018-04-13T04:26:30,74,13/04/2018,48
-36.9875,141.9298,2018-04-13T04:26:30,68,13/04/2018,44
-36.9514,142.1899,2018-04-13T04:26:30,79,13/04/2018,52
-36.7754,143.5261,2018-04-13T04:26:30,68,13/04/2018,44
-36.601,144.6378,2018-04-13T04:26:30,97,13/04/2018,80
-36.9355,142.5639,2018-04-13T04:26:30,73,13/04/2018,47
-36.4097,145.8952,2018-04-13T04:26:30,84,13/04/2018,58
-36.4074,145.9085,2018-04-13T04:26:30,74,13/04/2018,48
-36.7308,144.0007,2018-04-13T04:26:30,80,13/04/2018,54
-36.6303,144.695,2018-04-13T04:26:30,72,13/04/2018,46
-36.8416,143.4597,2018-04-13T04:26:30,79,13/04/2018,52
-37.2054,141.1083,2018-04-13T04:26:30,61,13/04/2018,41
-37.1089,141.8394,2018-04-13T04:26:30,62,13/04/2018,42
-36.8681,143.5186,2018-04-13T04:26:30,95,13/04/2018,76
-36.8664,143.5299,2018-04-13T04:26:30,100,13/04/2018,110
-36.9526,143.0137,2018-04-13T04:26:30,79,13/04/2018,53
-36.8759,143.8985,2018-04-13T04:26:30,77,13/04/2018,51
-36.9834,143.4938,2018-04-13T04:26:30,82,13/04/2018,56
-36.7804,145.1698,2018-04-13T04:26:30,66,13/04/2018,45
-37.1965,142.6638,2018-04-13T04:26:30,71,13/04/2018,46
-37.1949,142.675,2018-04-13T04:26:30,68,13/04/2018,44
-37.0752,143.6154,2018-04-13T04:26:30,100,13/04/2018,108
-37.2017,143.8117,2018-04-13T04:26:30,88,13/04/2018,64
-37.1999,143.8231,2018-04-13T04:26:30,100,13/04/2018,90
-37.3863,142.8822,2018-04-13T04:26:30,85,13/04/2018,59
-37.4407,143.018,2018-04-13T04:26:30,83,13/04/2018,56
-37.471,143.0016,2018-04-13T04:26:30,74,13/04/2018,48
-37.4784,143.015,2018-04-13T04:26:30,62,13/04/2018,47
-37.5284,143.0438,2018-04-13T04:26:30,79,13/04/2018,52
-37.5358,143.0572,2018-04-13T04:26:30,66,13/04/2018,43
-37.5077,143.2495,2018-04-13T04:26:30,59,13/04/2018,40
-37.5389,143.1632,2018-04-13T04:26:30,57,13/04/2018,53
-37.5496,143.154,2018-04-13T04:26:30,79,13/04/2018,61
-37.6073,142.8819,2018-04-13T04:26:30,83,13/04/2018,57
-37.7037,142.3299,2018-04-13T04:26:30,62,13/04/2018,41
-37.6171,142.9426,2018-04-13T04:26:30,91,13/04/2018,68
-37.6261,142.9447,2018-04-13T04:26:30,85,13/04/2018,59
-37.8076,142.1698,2018-04-13T04:26:30,81,13/04/2018,54
-37.8167,142.1718,2018-04-13T04:26:30,86,13/04/2018,61
-37.8057,142.252,2018-04-13T04:26:30,75,13/04/2018,49
-37.6683,143.3466,2018-04-13T04:26:30,77,13/04/2018,51
-37.7619,142.8294,2018-04-13T04:26:30,71,13/04/2018,46
-37.7587,142.8521,2018-04-13T04:26:30,84,13/04/2018,80
-37.7457,142.9428,2018-04-13T04:26:30,80,13/04/2018,53
-37.8169,142.5723,2018-04-13T04:26:30,74,13/04/2018,48
-37.5837,144.1565,2018-04-13T04:26:30,59,13/04/2018,40
-37.4611,144.9371,2018-04-13T04:26:30,91,13/04/2018,69
-37.9158,141.9147,2018-04-13T04:26:30,61,13/04/2018,41
-37.9143,141.9264,2018-04-13T04:26:30,61,13/04/2018,41
-37.7862,142.9823,2018-04-13T04:26:30,67,13/04/2018,43
-37.7845,142.9936,2018-04-13T04:26:30,86,13/04/2018,60
-37.7416,143.2885,2018-04-13T04:26:30,61,13/04/2018,41
-37.7943,143.0545,2018-04-13T04:26:30,70,13/04/2018,45
-37.8131,143.1175,2018-04-13T04:26:30,69,13/04/2018,45
-37.8759,143.3141,2018-04-13T04:26:30,63,13/04/2018,45
-37.8343,143.6581,2018-04-13T04:26:30,72,13/04/2018,46
-38.0254,142.3959,2018-04-13T04:26:30,100,13/04/2018,99
-37.9359,143.3468,2018-04-13T04:26:30,51,13/04/2018,38
-37.9309,143.381,2018-04-13T04:26:30,68,13/04/2018,44
-37.8817,143.7119,2018-04-13T04:26:30,88,13/04/2018,63
-34.5389,141.7032,2018-04-13T04:26:30,79,13/04/2018,53
-37.88,143.7233,2018-04-13T04:26:30,89,13/04/2018,65
-34.5457,141.7102,2018-04-13T04:26:30,84,13/04/2018,58
-34.5442,141.7211,2018-04-13T04:26:30,62,13/04/2018,52
-37.8885,143.9157,2018-04-13T04:26:30,99,13/04/2018,85
-37.885,143.9387,2018-04-13T04:26:30,71,13/04/2018,46
-37.9422,143.6199,2018-04-13T04:26:30,53,13/04/2018,39
-37.9825,143.837,2018-04-13T04:26:30,83,13/04/2018,57
-35.0706,141.4435,2018-04-13T04:26:30,95,13/04/2018,75
-38.0795,143.2449,2018-04-13T04:26:30,100,13/04/2018,91
-37.1945,148.8074,2018-04-13T04:26:30,83,13/04/2018,57
-38.1128,143.6496,2018-04-13T04:26:30,80,13/04/2018,53
-35.1857,141.0604,2018-04-13T04:26:30,100,13/04/2018,92
-38.1544,143.7961,2018-04-13T04:26:30,81,13/04/2018,54
-35.186,142.5048,2018-04-13T04:26:30,74,13/04/2018,48
-35.1707,143.2276,2018-04-13T04:26:30,73,13/04/2018,47
-35.2791,142.5659,2018-04-13T04:26:30,63,13/04/2018,49
-38.219,143.7352,2018-04-13T04:26:30,68,13/04/2018,44
-35.4438,142.3809,2018-04-13T04:26:30,79,13/04/2018,52
-36.4045,142.0918,2018-04-13T04:26:30,70,13/04/2018,46
-38.2093,143.9237,2018-04-13T04:26:30,57,13/04/2018,40
-35.6469,142.376,2018-04-13T04:26:30,100,13/04/2018,93
-35.6453,142.387,2018-04-13T04:26:30,91,13/04/2018,69
-35.596,143.0385,2018-04-13T04:26:30,78,13/04/2018,51
-35.9034,141.862,2018-04-13T04:26:30,76,13/04/2018,50
-35.9124,141.8639,2018-04-13T04:26:30,86,13/04/2018,61
-35.8857,142.1212,2018-04-13T04:26:30,74,13/04/2018,48
-36.4409,141.6948,2018-04-13T04:26:30,100,13/04/2018,92
-37.9078,145.8655,2018-04-13T04:26:30,100,13/04/2018,111
-35.8055,142.7428,2018-04-13T04:26:30,73,13/04/2018,47
-37.9174,145.8678,2018-04-13T04:26:30,100,13/04/2018,93
-37.9152,145.8808,2018-04-13T04:26:30,95,13/04/2018,77
-35.7608,143.3545,2018-04-13T04:26:30,54,13/04/2018,47
-35.9508,142.1753,2018-04-13T04:26:30,81,13/04/2018,54
-37.8906,146.2035,2018-04-13T04:26:30,95,13/04/2018,75
-35.7786,143.469,2018-04-13T04:26:30,84,13/04/2018,58
-35.7768,143.4803,2018-04-13T04:26:30,84,13/04/2018,58
-35.7751,143.4916,2018-04-13T04:26:30,86,13/04/2018,61
-35.7859,143.4824,2018-04-13T04:26:30,77,13/04/2018,50
-35.7842,143.4937,2018-04-13T04:26:30,79,13/04/2018,52
-36.1078,141.7798,2018-04-13T04:26:30,77,13/04/2018,50
-38.2583,143.9717,2018-04-13T04:26:30,62,13/04/2018,41
-35.8707,143.474,2018-04-13T04:26:30,72,13/04/2018,47
-35.8182,143.8739,2018-04-13T04:26:30,100,13/04/2018,92
-38.2661,143.9672,2018-04-13T04:26:30,83,13/04/2018,56
-36.2648,141.1012,2018-04-13T04:26:30,100,13/04/2018,111
-37.9246,146.2464,2018-04-13T04:26:30,100,13/04/2018,96
-36.3313,141.0017,2018-04-13T04:26:30,94,13/04/2018,73
-36.3298,141.0133,2018-04-13T04:26:30,71,13/04/2018,46
-36.2857,141.3467,2018-04-13T04:26:30,90,13/04/2018,67
-36.2842,141.3581,2018-04-13T04:26:30,87,13/04/2018,63
-36.0749,143.4058,2018-04-13T04:26:30,92,13/04/2018,70
-36.3839,141.3032,2018-04-13T04:26:30,83,13/04/2018,56
-36.4393,141.7061,2018-04-13T04:26:30,88,13/04/2018,64
-36.4449,140.9836,2018-04-13T04:26:30,91,13/04/2018,68
-36.4541,140.9854,2018-04-13T04:26:30,81,13/04/2018,54
-36.3636,141.6612,2018-04-13T04:26:30,81,13/04/2018,54
-36.2583,142.4792,2018-04-13T04:26:30,81,13/04/2018,55
-36.2567,142.4903,2018-04-13T04:26:30,82,13/04/2018,55
-36.3972,141.6041,2018-04-13T04:26:30,100,13/04/2018,90
-36.5532,142.5349,2018-04-13T04:26:30,90,13/04/2018,67
-36.1367,145.2071,2018-04-13T04:26:30,92,13/04/2018,71
-36.6843,141.5899,2018-04-13T04:26:30,65,13/04/2018,43
-36.0296,145.7624,2018-04-13T04:26:30,76,13/04/2018,49
-35.2465,143.4426,2018-04-13T00:14:50,64,13/04/2018,42
-35.2432,143.4496,2018-04-13T00:08:50,58,13/04/2018,44
-36.3879,141.4277,2018-04-13T00:07:40,82,13/04/2018,55
-36.1518,144.0233,2018-04-13T00:07:10,96,13/04/2018,79
-36.1418,144.0261,2018-04-13T00:07:00,95,13/04/2018,76
-34.5396,141.7292,2018-04-13T00:07:00,65,13/04/2018,43
-34.532,141.7257,2018-04-13T00:07:00,63,13/04/2018,42
-35.7073,143.1849,2018-04-12T13:15:10,93,12/04/2018,43
-35.4309,142.3626,2018-04-12T13:13:10,67,12/04/2018,36
-35.4407,142.3644,2018-04-12T13:09:20,57,12/04/2018,35
-35.7058,143.1971,2018-04-12T13:09:10,76,12/04/2018,38
-37.594,142.6933,2018-04-12T05:28:10,100,12/04/2018,106
-37.4755,142.6339,2018-04-12T05:28:00,67,12/04/2018,43
-37.5799,142.7451,2018-04-12T05:28:00,84,12/04/2018,58
-36.7453,141.4578,2018-04-12T05:26:50,54,12/04/2018,39
-36.7038,141.0498,2018-04-12T05:25:00,50,12/04/2018,39
-37.4785,142.6307,2018-04-12T05:23:10,70,12/04/2018,45
-37.7578,142.227,2018-04-12T05:21:50,60,12/04/2018,40
-37.5812,142.7374,2018-04-12T05:21:40,94,12/04/2018,75
-36.8083,142.0219,2018-04-12T05:21:40,67,12/04/2018,44
-37.5949,142.6857,2018-04-12T05:21:40,100,12/04/2018,98
-36.714,141.1485,2018-04-12T05:21:40,61,12/04/2018,41
-36.7318,141.4603,2018-04-12T05:21:40,70,12/04/2018,45
-36.907,143.508,2018-04-12T03:55:10,74,12/04/2018,48
-37.8247,143.6243,2018-04-12T03:54:10,95,12/04/2018,77
-36.6385,142.5297,2018-04-12T03:51:00,68,12/04/2018,44
-36.9179,141.3095,2018-04-12T03:50:10,59,12/04/2018,40
-36.6229,144.0143,2018-04-12T03:50:10,75,12/04/2018,49
-35.92,142.0347,2018-04-12T03:50:00,71,12/04/2018,46
-36.6407,142.4914,2018-04-12T03:50:00,87,12/04/2018,63
-37.4028,143.6932,2018-04-12T03:50:00,95,12/04/2018,75
-36.6507,142.4998,2018-04-12T03:50:00,86,12/04/2018,61
-37.4033,143.6884,2018-04-12T03:47:50,92,12/04/2018,70
-36.8292,142.1692,2018-04-12T03:47:50,84,12/04/2018,58
-36.1456,141.9066,2018-04-12T03:47:30,84,12/04/2018,58
-36.6348,142.4985,2018-04-12T03:47:30,70,12/04/2018,45
-36.6802,142.5406,2018-04-12T03:47:30,100,12/04/2018,106
-36.0888,143.4782,2018-04-12T03:47:20,83,12/04/2018,56
-36.8272,142.2097,2018-04-12T03:47:20,84,12/04/2018,57
-37.3654,143.8156,2018-04-12T03:46:50,65,12/04/2018,42
-36.6188,144.0402,2018-04-12T03:46:20,69,12/04/2018,44
-37.4047,143.6615,2018-04-12T03:46:00,69,12/04/2018,45
-36.2367,141.3998,2018-04-12T03:46:00,65,12/04/2018,42
-36.4469,144.7952,2018-04-12T03:45:20,78,12/04/2018,51
-36.5234,144.6939,2018-04-12T03:45:10,62,12/04/2018,41
-36.9049,143.5416,2018-04-12T03:45:10,85,12/04/2018,59
-36.6803,141.0957,2018-04-12T03:45:00,60,12/04/2018,44
-36.9547,142.6934,2018-04-12T03:45:00,72,12/04/2018,47
-37.8249,143.6174,2018-04-12T03:44:50,100,12/04/2018,98
-36.7866,142.1989,2018-04-12T03:44:50,65,12/04/2018,42
-36.6292,143.8862,2018-04-12T03:44:40,65,12/04/2018,43
-35.7937,143.195,2018-04-12T03:44:40,68,12/04/2018,44
-36.9142,141.3013,2018-04-12T03:44:40,57,12/04/2018,40
-36.835,142.2027,2018-04-12T03:44:40,87,12/04/2018,63
-36.8372,142.1622,2018-04-12T03:44:40,77,12/04/2018,50
-36.6306,143.8908,2018-04-12T03:44:40,68,12/04/2018,44
-35.7918,143.1997,2018-04-12T03:44:40,71,12/04/2018,46
-36.6209,144.0096,2018-04-12T03:44:40,72,12/04/2018,47
-36.6823,142.5024,2018-04-12T03:44:40,93,12/04/2018,71
-37.3586,142.9087,2018-04-12T03:44:40,59,12/04/2018,40
-36.9524,143.7501,2018-04-12T03:44:40,60,12/04/2018,40
-37.0643,141.8567,2018-04-12T03:44:40,50,12/04/2018,40
-36.89,143.5402,2018-04-12T03:44:40,82,12/04/2018,55
-36.9228,142.0572,2018-04-12T03:44:40,75,12/04/2018,49
-36.9326,142.054,2018-04-12T03:44:40,74,12/04/2018,47
-36.2403,141.4047,2018-04-12T03:44:40,64,12/04/2018,42
-36.4489,144.7685,2018-04-12T03:44:40,93,12/04/2018,73
-36.6776,141.0877,2018-04-12T03:44:40,56,12/04/2018,44
-37.8271,143.5831,2018-04-12T03:44:40,100,12/04/2018,111
-37.7929,143.1197,2018-04-12T03:44:40,64,12/04/2018,42
-37.7972,143.1153,2018-04-12T03:44:40,64,12/04/2018,42
-36.873,142.568,2018-04-12T03:44:40,72,12/04/2018,46
-37.3656,143.8206,2018-04-12T03:44:40,59,12/04/2018,40
-36.1476,141.8655,2018-04-12T03:44:40,72,12/04/2018,46
-36.0754,141.6716,2018-04-12T01:01:50,72,12/04/2018,46
-36.0744,141.6649,2018-04-12T01:01:10,79,12/04/2018,52
-36.2282,145.9074,2018-04-11T04:50:20,67,11/04/2018,43
-36.0831,146.5514,2018-04-11T04:45:30,76,11/04/2018,49
-36.3499,146.1402,2018-04-11T04:42:10,53,11/04/2018,41
-35.1113,141.1635,2018-04-11T04:42:10,72,11/04/2018,46
-36.0775,146.5674,2018-04-11T04:42:10,72,11/04/2018,46
-35.1132,141.1516,2018-04-11T04:41:20,74,11/04/2018,48
-36.4439,145.8846,2018-04-11T04:40:30,56,11/04/2018,39
-36.0818,146.5461,2018-04-11T04:39:40,57,11/04/2018,44
-35.1064,141.1556,2018-04-11T04:39:20,79,11/04/2018,52
-36.2562,143.2599,2018-04-11T04:39:20,81,11/04/2018,54
-36.353,143.3506,2018-04-11T04:39:00,84,11/04/2018,58
-36.018,143.2048,2018-04-11T04:39:00,85,11/04/2018,60
-36.343,143.3479,2018-04-11T04:38:50,50,11/04/2018,40
-36.1751,142.7831,2018-04-11T04:38:50,67,11/04/2018,43
-36.4606,141.0562,2018-04-11T04:38:50,55,11/04/2018,39
-36.4624,141.0446,2018-04-11T04:38:50,78,11/04/2018,51
-36.0156,143.2188,2018-04-11T04:38:50,66,11/04/2018,43
-36.1398,141.7793,2018-04-11T04:38:50,62,11/04/2018,47
-35.2068,143.2912,2018-04-11T04:38:50,68,11/04/2018,44
-35.1145,141.2627,2018-04-11T04:38:50,76,11/04/2018,49
-36.3579,146.1268,2018-04-11T04:38:50,63,11/04/2018,42
-35.1164,141.2508,2018-04-11T04:38:50,78,11/04/2018,52
-36.0787,146.5728,2018-04-11T04:38:50,60,11/04/2018,40
-37.9796,146.8024,2018-04-11T00:20:30,62,11/04/2018,41
-37.34,149.3668,2018-04-08T04:15:20,67,8/04/2018,74
-37.8567,147.1576,2018-04-08T04:14:40,62,8/04/2018,48
-36.7287,142.6017,2018-04-08T04:14:00,99,8/04/2018,85
-35.2363,143.0004,2018-04-08T04:12:50,91,8/04/2018,69
-37.4368,149.1191,2018-04-08T04:12:20,56,8/04/2018,52
-35.2378,142.9864,2018-04-08T04:12:20,100,8/04/2018,94
-35.2397,142.98,2018-04-08T04:12:00,80,8/04/2018,59
-36.2115,141.6878,2018-04-08T04:11:50,77,8/04/2018,50
-37.9408,146.0611,2018-04-08T04:11:40,58,8/04/2018,47
-37.6994,146.2162,2018-04-08T04:09:20,59,8/04/2018,40
-36.2726,145.506,2018-04-08T04:09:00,77,8/04/2018,50
-35.2381,142.994,2018-04-08T04:08:50,98,8/04/2018,83
-36.7199,142.5844,2018-04-08T04:08:50,63,8/04/2018,56
-37.3493,149.3691,2018-04-08T04:08:40,66,8/04/2018,80
-37.6447,148.6039,2018-04-08T04:08:40,61,8/04/2018,50
-36.7165,142.6155,2018-04-08T04:08:30,90,8/04/2018,66
-36.7076,142.5982,2018-04-08T04:08:30,73,8/04/2018,47
-36.5652,145.5105,2018-04-08T04:08:30,80,8/04/2018,54
-37.7009,146.2046,2018-04-08T04:08:30,80,8/04/2018,53
-36.4023,145.7705,2018-04-08T04:08:30,80,8/04/2018,58
-36.7394,147.1366,2018-04-07T12:58:30,78,7/04/2018,44
-37.3257,149.1209,2018-04-07T12:56:50,85,7/04/2018,41
-37.3176,149.3776,2018-04-07T12:56:30,76,7/04/2018,43
-36.7507,147.1308,2018-04-07T12:56:30,80,7/04/2018,39
-37.3268,149.3795,2018-04-07T12:56:30,94,7/04/2018,49
-36.7606,147.1326,2018-04-07T12:54:00,75,7/04/2018,41
-35.6961,143.1935,2018-04-07T12:53:40,61,7/04/2018,35
-37.3252,149.3911,2018-04-07T12:53:40,86,7/04/2018,41
-37.3314,149.1283,2018-04-07T12:52:10,65,7/04/2018,35
-36.3477,144.533,2018-04-07T12:52:10,86,7/04/2018,41
-37.3191,149.366,2018-04-07T12:51:20,97,7/04/2018,45
-37.3359,149.3816,2018-04-07T12:51:20,51,7/04/2018,48
-37.3526,149.3972,2018-04-07T12:51:00,66,7/04/2018,43
-36.7408,147.1243,2018-04-07T12:51:00,100,7/04/2018,49
-36.762,147.12,2018-04-07T12:50:50,92,7/04/2018,43
-37.3344,149.3933,2018-04-07T12:50:40,68,7/04/2018,47
-37.3283,149.368,2018-04-07T12:50:40,74,7/04/2018,43
-37.3511,149.4088,2018-04-07T12:50:40,61,7/04/2018,46
-37.3085,149.3756,2018-04-07T12:50:40,76,7/04/2018,38
-36.7508,147.1254,2018-04-07T12:50:40,66,7/04/2018,39
-36.7309,147.1227,2018-04-07T12:50:40,89,7/04/2018,42
-37.8361,142.7482,2018-04-07T05:09:50,80,7/04/2018,54
-37.8277,142.7498,2018-04-07T05:04:00,72,7/04/2018,46
-36.1031,143.0782,2018-04-07T05:03:10,63,7/04/2018,45
-36.1025,143.0825,2018-04-07T05:03:10,66,7/04/2018,43
-36.701,141.6351,2018-04-07T05:03:10,80,7/04/2018,53
-36.7034,141.6168,2018-04-07T05:03:10,71,7/04/2018,46
-36.698,141.6416,2018-04-07T05:03:10,81,7/04/2018,54
-36.7054,141.6708,2018-04-07T05:03:10,75,7/04/2018,48
-36.6999,141.6955,2018-04-07T05:03:10,79,7/04/2018,52
-36.7314,141.8698,2018-04-07T05:03:10,67,7/04/2018,44
-37.7931,148.385,2018-04-07T03:31:40,64,7/04/2018,58
-37.2168,147.4748,2018-04-07T03:31:40,100,7/04/2018,89
-37.222,147.4689,2018-04-07T03:28:20,96,7/04/2018,78
-37.7974,148.5498,2018-04-07T03:27:50,60,7/04/2018,53
-37.2063,147.4713,2018-04-07T03:27:30,92,7/04/2018,70
-37.2082,147.4368,2018-04-07T03:27:20,92,7/04/2018,70
-37.224,147.4347,2018-04-07T03:27:20,95,7/04/2018,76
-37.2185,147.4402,2018-04-07T03:27:10,100,7/04/2018,106
-35.6778,143.1774,2018-04-06T13:45:30,97,6/04/2018,45
-37.5816,148.5862,2018-04-06T04:32:20,84,6/04/2018,65
-36.6334,142.2244,2018-04-06T04:31:10,92,6/04/2018,69
-37.7966,142.3196,2018-04-06T04:27:50,76,6/04/2018,66
-35.805,142.1326,2018-04-06T04:27:50,100,6/04/2018,95
-37.8429,143.8366,2018-04-06T04:27:50,100,6/04/2018,88
-35.8125,142.1286,2018-04-06T04:27:20,75,6/04/2018,109
-37.8062,143.3598,2018-04-06T04:27:20,77,6/04/2018,65
-35.9049,143.6874,2018-04-06T04:27:10,81,6/04/2018,54
-36.9918,141.8667,2018-04-06T04:27:00,100,6/04/2018,97
-35.1476,141.819,2018-04-06T04:27:00,86,6/04/2018,60
-36.1104,145.9829,2018-04-06T04:27:00,90,6/04/2018,76
-37.782,148.3844,2018-04-06T04:27:00,100,6/04/2018,99
-37.9754,143.3964,2018-04-06T04:27:00,83,6/04/2018,57
-36.241,143.1229,2018-04-06T04:27:00,75,6/04/2018,53
-37.7069,142.1573,2018-04-06T04:25:40,66,6/04/2018,53
-36.0834,146.5364,2018-04-06T04:25:40,50,6/04/2018,53
-37.394,143.5541,2018-04-06T04:24:40,83,6/04/2018,64
-36.9902,141.879,2018-04-06T04:24:20,89,6/04/2018,65
-37.745,142.993,2018-04-06T04:24:20,89,6/04/2018,65
-37.1839,143.8112,2018-04-06T04:24:00,89,6/04/2018,64
-37.0788,143.9102,2018-04-06T04:24:00,78,6/04/2018,51
-36.3557,141.3268,2018-04-06T04:23:50,62,6/04/2018,52
-36.0157,145.9414,2018-04-06T04:23:50,92,6/04/2018,70
-37.6104,147.8367,2018-04-06T04:23:50,62,6/04/2018,42
-37.9229,143.647,2018-04-06T04:23:50,64,6/04/2018,63
-37.5052,142.8636,2018-04-06T04:23:50,62,6/04/2018,54
-37.777,148.4128,2018-04-06T04:23:50,99,6/04/2018,85
-37.5888,148.5949,2018-04-06T04:23:30,93,6/04/2018,72
-37.7322,145.9657,2018-04-06T04:23:10,73,6/04/2018,50
-34.3943,141.7567,2018-04-06T04:23:10,89,6/04/2018,65
-36.6095,142.7011,2018-04-06T04:23:00,87,6/04/2018,62
-36.053,145.8892,2018-04-06T04:22:50,71,6/04/2018,55
-36.2805,145.4377,2018-04-06T04:22:40,85,6/04/2018,60
-37.3785,145.6226,2018-04-06T04:22:30,77,6/04/2018,50
-37.7361,145.335,2018-04-06T04:22:30,79,6/04/2018,52
-34.3914,141.726,2018-04-06T04:22:30,78,6/04/2018,51
-36.4018,145.7195,2018-04-06T04:22:20,83,6/04/2018,56
-36.0844,141.4934,2018-04-06T04:22:20,81,6/04/2018,71
-37.8078,143.3482,2018-04-06T04:22:20,85,6/04/2018,60
-37.8297,142.4083,2018-04-06T04:22:20,72,6/04/2018,48
-36.3168,145.7285,2018-04-06T04:22:20,100,6/04/2018,103
-37.8177,142.9168,2018-04-06T04:22:20,51,6/04/2018,50
-36.031,145.6824,2018-04-06T04:22:20,91,6/04/2018,69
-36.3313,147.6089,2018-04-06T04:22:10,74,6/04/2018,52
-37.5814,148.5777,2018-04-06T04:22:10,86,6/04/2018,68
-38.3525,147.0408,2018-04-06T04:22:10,72,6/04/2018,56
-36.3739,141.3614,2018-04-06T04:22:10,85,6/04/2018,59
-37.5788,148.592,2018-04-06T04:22:10,90,6/04/2018,67
-35.8065,142.1209,2018-04-06T04:21:40,75,6/04/2018,53
-36.6384,142.4075,2018-04-06T04:21:30,90,6/04/2018,66
-35.1491,141.8073,2018-04-06T04:21:30,74,6/04/2018,54
-37.5842,148.5717,2018-04-06T04:21:20,65,6/04/2018,49
-37.9483,145.3937,2018-04-06T04:21:20,70,6/04/2018,51
-36.0328,145.6708,2018-04-06T04:21:20,79,6/04/2018,53
-35.811,142.1403,2018-04-06T04:21:10,94,6/04/2018,96
-37.977,143.3848,2018-04-06T04:21:00,79,6/04/2018,52
-38.0089,143.8976,2018-04-06T04:21:00,64,6/04/2018,45
-37.3072,147.5003,2018-04-06T04:21:00,58,6/04/2018,46
-37.8545,142.5132,2018-04-06T04:21:00,100,6/04/2018,115
-36.7381,141.4541,2018-04-06T04:21:00,84,6/04/2018,58
-36.9034,141.0013,2018-04-06T04:20:50,100,6/04/2018,95
-37.7746,148.3673,2018-04-06T04:20:50,88,6/04/2018,65
-37.3556,146.1085,2018-04-06T04:20:50,50,6/04/2018,47
-37.5036,142.8753,2018-04-06T04:20:50,83,6/04/2018,63
-37.6531,147.8262,2018-04-06T04:20:50,71,6/04/2018,45
-37.3189,145.5894,2018-04-06T04:20:40,81,6/04/2018,60
-37.803,142.3151,2018-04-06T04:20:40,83,6/04/2018,78
-37.6806,143.2676,2018-04-06T04:20:40,59,6/04/2018,51
-37.8158,142.5177,2018-04-06T04:20:40,76,6/04/2018,63
-37.7542,142.9949,2018-04-06T04:20:40,96,6/04/2018,77
-37.3803,145.611,2018-04-06T04:20:40,91,6/04/2018,68
-37.7617,143.081,2018-04-06T04:20:40,97,6/04/2018,81
-37.805,142.8233,2018-04-06T04:20:40,82,6/04/2018,56
-37.853,142.5253,2018-04-06T04:20:40,94,6/04/2018,104
-37.8161,142.9286,2018-04-06T04:20:40,92,6/04/2018,71
-37.7212,145.9754,2018-04-06T04:20:40,58,6/04/2018,52
-38.3343,143.8644,2018-04-06T04:20:40,59,6/04/2018,43
-38.3327,143.8759,2018-04-06T04:20:40,77,6/04/2018,50
-37.8407,147.1609,2018-04-06T04:20:40,77,6/04/2018,51
-35.9065,143.6763,2018-04-06T04:20:40,75,6/04/2018,49
-36.4339,141.5458,2018-04-06T04:20:40,87,6/04/2018,62
-36.1532,141.3284,2018-04-06T04:20:40,76,6/04/2018,53
-35.723,142.063,2018-04-06T04:20:40,64,6/04/2018,54
-35.124,142.0757,2018-04-06T04:20:40,81,6/04/2018,61
